duplicate_1,Location,duplicate_2,Location.1,E.value,duplication_status
Glyma.09G135100,glyma.Wm82.gnm4.Gm09:34575312,Glyma.16G181000,glyma.Wm82.gnm4.Gm16:34407714,0.0,WGD
Glyma.09G135300,glyma.Wm82.gnm4.Gm09:34603141,Glyma.16G181100,glyma.Wm82.gnm4.Gm16:34417675,5.89e-89,WGD
Glyma.09G135800,glyma.Wm82.gnm4.Gm09:34689172,Glyma.16G181200,glyma.Wm82.gnm4.Gm16:34433196,2.24e-187,WGD
Glyma.09G136000,glyma.Wm82.gnm4.Gm09:34719004,Glyma.16G181500,glyma.Wm82.gnm4.Gm16:34463199,4.49e-214,WGD
Glyma.09G136100,glyma.Wm82.gnm4.Gm09:34724841,Glyma.16G181600,glyma.Wm82.gnm4.Gm16:34471866,1.31e-153,WGD
Glyma.09G136202,glyma.Wm82.gnm4.Gm09:34731064,Glyma.16G181700,glyma.Wm82.gnm4.Gm16:34475368,2.25e-67,WGD
Glyma.09G136400,glyma.Wm82.gnm4.Gm09:34754120,Glyma.16G181900,glyma.Wm82.gnm4.Gm16:34490404,0.0,WGD
Glyma.09G136600,glyma.Wm82.gnm4.Gm09:34767367,Glyma.16G182000,glyma.Wm82.gnm4.Gm16:34501583,1.04e-205,WGD
Glyma.09G136700,glyma.Wm82.gnm4.Gm09:34772358,Glyma.16G182100,glyma.Wm82.gnm4.Gm16:34507086,1.38e-309,WGD
Glyma.09G136800,glyma.Wm82.gnm4.Gm09:34779781,Glyma.16G182200,glyma.Wm82.gnm4.Gm16:34514474,0.0,WGD
Glyma.09G136900,glyma.Wm82.gnm4.Gm09:34792875,Glyma.16G182300,glyma.Wm82.gnm4.Gm16:34524212,0.0,WGD
Glyma.09G137000,glyma.Wm82.gnm4.Gm09:34813647,Glyma.16G182400,glyma.Wm82.gnm4.Gm16:34540618,0.0,WGD
Glyma.09G137200,glyma.Wm82.gnm4.Gm09:34887638,Glyma.16G182500,glyma.Wm82.gnm4.Gm16:34547659,0.0,WGD
Glyma.09G137600,glyma.Wm82.gnm4.Gm09:35011792,Glyma.16G182600,glyma.Wm82.gnm4.Gm16:34578759,0.0,WGD
Glyma.09G211500,glyma.Wm82.gnm4.Gm09:44407183,Glyma.16G103900,glyma.Wm82.gnm4.Gm16:21213056,2.23e-177,WGD
Glyma.09G212200,glyma.Wm82.gnm4.Gm09:44493468,Glyma.16G104000,glyma.Wm82.gnm4.Gm16:21256585,1.96e-160,WGD
Glyma.09G212800,glyma.Wm82.gnm4.Gm09:44527746,Glyma.16G104500,glyma.Wm82.gnm4.Gm16:21395253,1.00e-184,WGD
Glyma.09G212900,glyma.Wm82.gnm4.Gm09:44535305,Glyma.16G104600,glyma.Wm82.gnm4.Gm16:21404203,1.28e-267,WGD
Glyma.09G213100,glyma.Wm82.gnm4.Gm09:44552125,Glyma.16G105300,glyma.Wm82.gnm4.Gm16:21498128,0.0,WGD
Glyma.09G213900,glyma.Wm82.gnm4.Gm09:44613847,Glyma.16G105400,glyma.Wm82.gnm4.Gm16:21556885,0.0,WGD
Glyma.09G214300,glyma.Wm82.gnm4.Gm09:44632282,Glyma.16G105500,glyma.Wm82.gnm4.Gm16:21570072,7.84e-294,WGD
Glyma.09G214400,glyma.Wm82.gnm4.Gm09:44642242,Glyma.16G106300,glyma.Wm82.gnm4.Gm16:21695160,9.62e-139,WGD
Glyma.09G216100,glyma.Wm82.gnm4.Gm09:44817902,Glyma.16G106800,glyma.Wm82.gnm4.Gm16:21835931,3.06e-213,WGD
Glyma.09G216200,glyma.Wm82.gnm4.Gm09:44822716,Glyma.16G106900,glyma.Wm82.gnm4.Gm16:21884070,4.88e-285,WGD
Glyma.09G216300,glyma.Wm82.gnm4.Gm09:44824777,Glyma.16G107000,glyma.Wm82.gnm4.Gm16:21887067,7.25e-316,WGD
Glyma.09G216800,glyma.Wm82.gnm4.Gm09:44865006,Glyma.16G107300,glyma.Wm82.gnm4.Gm16:21975778,3.31e-226,WGD
Glyma.09G216900,glyma.Wm82.gnm4.Gm09:44875203,Glyma.16G107700,glyma.Wm82.gnm4.Gm16:22106928,2.65e-266,WGD
Glyma.09G217300,glyma.Wm82.gnm4.Gm09:44912977,Glyma.16G107900,glyma.Wm82.gnm4.Gm16:22153324,8.47e-298,WGD
Glyma.09G217800,glyma.Wm82.gnm4.Gm09:44951718,Glyma.16G108200,glyma.Wm82.gnm4.Gm16:22179859,2.45e-100,WGD
Glyma.09G218000,glyma.Wm82.gnm4.Gm09:44967761,Glyma.16G108400,glyma.Wm82.gnm4.Gm16:22546249,1.57e-26,WGD
Glyma.09G218100,glyma.Wm82.gnm4.Gm09:44990865,Glyma.16G108900,glyma.Wm82.gnm4.Gm16:23097082,0.0,WGD
Glyma.09G218500,glyma.Wm82.gnm4.Gm09:45017213,Glyma.16G109200,glyma.Wm82.gnm4.Gm16:23311628,0.0,WGD
Glyma.09G218600,glyma.Wm82.gnm4.Gm09:45036230,Glyma.16G109300,glyma.Wm82.gnm4.Gm16:23618054,3.29e-283,WGD
Glyma.09G253700,glyma.Wm82.gnm4.Gm09:47722423,Glyma.16G030600,glyma.Wm82.gnm4.Gm16:2887113,2.51e-305,WGD
Glyma.09G254302,glyma.Wm82.gnm4.Gm09:47763483,Glyma.16G031300,glyma.Wm82.gnm4.Gm16:2933784,2.53e-89,WGD
Glyma.09G254400,glyma.Wm82.gnm4.Gm09:47768996,Glyma.16G031400,glyma.Wm82.gnm4.Gm16:2936249,1.01e-85,WGD
Glyma.09G254800,glyma.Wm82.gnm4.Gm09:47790116,Glyma.16G031900,glyma.Wm82.gnm4.Gm16:3005262,2.52e-100,WGD
Glyma.09G255000,glyma.Wm82.gnm4.Gm09:47817220,Glyma.16G032200,glyma.Wm82.gnm4.Gm16:3035283,8.98e-283,WGD
Glyma.09G255100,glyma.Wm82.gnm4.Gm09:47827985,Glyma.16G032400,glyma.Wm82.gnm4.Gm16:3049192,1.42e-56,WGD
Glyma.09G255700,glyma.Wm82.gnm4.Gm09:47896427,Glyma.16G032700,glyma.Wm82.gnm4.Gm16:3079416,2.05e-235,WGD
Glyma.09G256000,glyma.Wm82.gnm4.Gm09:47913211,Glyma.16G032900,glyma.Wm82.gnm4.Gm16:3094653,4.04e-255,WGD
Glyma.09G256100,glyma.Wm82.gnm4.Gm09:47918861,Glyma.16G033000,glyma.Wm82.gnm4.Gm16:3101324,1.73e-307,WGD
Glyma.09G256300,glyma.Wm82.gnm4.Gm09:47941898,Glyma.16G033500,glyma.Wm82.gnm4.Gm16:3136614,8.71e-268,WGD
Glyma.09G256800,glyma.Wm82.gnm4.Gm09:47986918,Glyma.16G034100,glyma.Wm82.gnm4.Gm16:3179621,3.63e-63,WGD
Glyma.09G257000,glyma.Wm82.gnm4.Gm09:47995847,Glyma.16G034476,glyma.Wm82.gnm4.Gm16:3226881,3.12e-169,WGD
Glyma.09G257100,glyma.Wm82.gnm4.Gm09:48009527,Glyma.16G034700,glyma.Wm82.gnm4.Gm16:3250879,6.92e-103,WGD
Glyma.09G257800,glyma.Wm82.gnm4.Gm09:48056809,Glyma.16G035000,glyma.Wm82.gnm4.Gm16:3296535,1.02e-115,WGD
Glyma.09G257900,glyma.Wm82.gnm4.Gm09:48063549,Glyma.16G035100,glyma.Wm82.gnm4.Gm16:3303840,0.0,WGD
Glyma.09G212800,glyma.Wm82.gnm4.Gm09:44527746,Glyma.16G074200,glyma.Wm82.gnm4.Gm16:7407974,1.42e-184,WGD
Glyma.09G212900,glyma.Wm82.gnm4.Gm09:44535305,Glyma.16G074300,glyma.Wm82.gnm4.Gm16:7415657,1.55e-260,WGD
Glyma.09G214400,glyma.Wm82.gnm4.Gm09:44642242,Glyma.16G074600,glyma.Wm82.gnm4.Gm16:7433529,2.88e-140,WGD
Glyma.09G216200,glyma.Wm82.gnm4.Gm09:44822716,Glyma.16G075500,glyma.Wm82.gnm4.Gm16:7555716,2.65e-274,WGD
Glyma.09G216300,glyma.Wm82.gnm4.Gm09:44824777,Glyma.16G075600,glyma.Wm82.gnm4.Gm16:7558822,3.09e-307,WGD
Glyma.09G216800,glyma.Wm82.gnm4.Gm09:44865006,Glyma.16G075700,glyma.Wm82.gnm4.Gm16:7569387,5.17e-163,WGD
Glyma.09G216900,glyma.Wm82.gnm4.Gm09:44875203,Glyma.16G076000,glyma.Wm82.gnm4.Gm16:7593190,1.83e-263,WGD
Glyma.09G217300,glyma.Wm82.gnm4.Gm09:44912977,Glyma.16G076100,glyma.Wm82.gnm4.Gm16:7605995,5.78e-282,WGD
Glyma.09G218100,glyma.Wm82.gnm4.Gm09:44990865,Glyma.16G076300,glyma.Wm82.gnm4.Gm16:7665378,0.0,WGD
Glyma.09G218300,glyma.Wm82.gnm4.Gm09:45001813,Glyma.16G076400,glyma.Wm82.gnm4.Gm16:7684033,1.37e-71,WGD
Glyma.09G218500,glyma.Wm82.gnm4.Gm09:45017213,Glyma.16G076500,glyma.Wm82.gnm4.Gm16:7691088,0.0,WGD
Glyma.09G218600,glyma.Wm82.gnm4.Gm09:45036230,Glyma.16G076600,glyma.Wm82.gnm4.Gm16:7716103,2.36e-279,WGD
Glyma.09G194900,glyma.Wm82.gnm4.Gm09:42833363,Glyma.16G111200,glyma.Wm82.gnm4.Gm16:24654494,0.0,WGD
Glyma.09G196100,glyma.Wm82.gnm4.Gm09:42962036,Glyma.16G112900,glyma.Wm82.gnm4.Gm16:25263824,0.0,WGD
Glyma.09G198000,glyma.Wm82.gnm4.Gm09:43142982,Glyma.16G116100,glyma.Wm82.gnm4.Gm16:26052373,0.0,WGD
Glyma.09G198200,glyma.Wm82.gnm4.Gm09:43155903,Glyma.16G116200,glyma.Wm82.gnm4.Gm16:26093642,0.0,WGD
Glyma.09G198300,glyma.Wm82.gnm4.Gm09:43168473,Glyma.16G116300,glyma.Wm82.gnm4.Gm16:26106764,1.46e-78,WGD
Glyma.09G198400,glyma.Wm82.gnm4.Gm09:43173966,Glyma.16G116500,glyma.Wm82.gnm4.Gm16:26258452,1.86e-56,WGD
Glyma.09G198500,glyma.Wm82.gnm4.Gm09:43182414,Glyma.16G116600,glyma.Wm82.gnm4.Gm16:26304169,1.37e-189,WGD
Glyma.09G198700,glyma.Wm82.gnm4.Gm09:43194844,Glyma.16G117200,glyma.Wm82.gnm4.Gm16:26349135,8.59e-269,WGD
Glyma.09G198800,glyma.Wm82.gnm4.Gm09:43209357,Glyma.16G118100,glyma.Wm82.gnm4.Gm16:26537481,7.58e-254,WGD
Glyma.09G138300,glyma.Wm82.gnm4.Gm09:35291110,Glyma.16G188900,glyma.Wm82.gnm4.Gm16:35367368,7.98e-264,WGD
Glyma.09G138400,glyma.Wm82.gnm4.Gm09:35306795,Glyma.16G189100,glyma.Wm82.gnm4.Gm16:35384088,7.82e-152,WGD
Glyma.09G138500,glyma.Wm82.gnm4.Gm09:35314341,Glyma.16G189200,glyma.Wm82.gnm4.Gm16:35391659,5.19e-98,WGD
Glyma.09G139000,glyma.Wm82.gnm4.Gm09:35408151,Glyma.16G189400,glyma.Wm82.gnm4.Gm16:35412877,5.19e-199,WGD
Glyma.09G139200,glyma.Wm82.gnm4.Gm09:35543767,Glyma.16G189500,glyma.Wm82.gnm4.Gm16:35416859,5.45e-89,WGD
Glyma.09G139300,glyma.Wm82.gnm4.Gm09:35571144,Glyma.16G189700,glyma.Wm82.gnm4.Gm16:35433142,0.0,WGD
Glyma.09G139600,glyma.Wm82.gnm4.Gm09:35586639,Glyma.16G189900,glyma.Wm82.gnm4.Gm16:35449412,3.22e-174,WGD
Glyma.09G195100,glyma.Wm82.gnm4.Gm09:42863223,Glyma.16G116000,glyma.Wm82.gnm4.Gm16:26003396,0.0,WGD
Glyma.09G195400,glyma.Wm82.gnm4.Gm09:42889515,Glyma.16G115700,glyma.Wm82.gnm4.Gm16:25869651,2.72e-238,WGD
Glyma.09G195600,glyma.Wm82.gnm4.Gm09:42911343,Glyma.16G115500,glyma.Wm82.gnm4.Gm16:25823614,2.30e-238,WGD
Glyma.09G195700,glyma.Wm82.gnm4.Gm09:42925329,Glyma.16G114800,glyma.Wm82.gnm4.Gm16:25632932,0.0,WGD
Glyma.09G195800,glyma.Wm82.gnm4.Gm09:42934075,Glyma.16G114700,glyma.Wm82.gnm4.Gm16:25620197,5.74e-310,WGD
Glyma.09G195900,glyma.Wm82.gnm4.Gm09:42950469,Glyma.16G114400,glyma.Wm82.gnm4.Gm16:25543795,2.38e-85,WGD
Glyma.09G196000,glyma.Wm82.gnm4.Gm09:42954313,Glyma.16G113000,glyma.Wm82.gnm4.Gm16:25311320,0.0,WGD
Glyma.09G196200,glyma.Wm82.gnm4.Gm09:42970484,Glyma.16G112800,glyma.Wm82.gnm4.Gm16:25233228,0.0,WGD
Glyma.09G196300,glyma.Wm82.gnm4.Gm09:42983654,Glyma.16G112600,glyma.Wm82.gnm4.Gm16:25215565,1.53e-176,WGD
Glyma.09G196600,glyma.Wm82.gnm4.Gm09:43005692,Glyma.16G112300,glyma.Wm82.gnm4.Gm16:25148405,8.54e-261,WGD
Glyma.09G196700,glyma.Wm82.gnm4.Gm09:43013228,Glyma.16G112200,glyma.Wm82.gnm4.Gm16:25095961,3.44e-109,WGD
Glyma.09G196800,glyma.Wm82.gnm4.Gm09:43023593,Glyma.16G111900,glyma.Wm82.gnm4.Gm16:24959546,0.0,WGD
Glyma.09G197000,glyma.Wm82.gnm4.Gm09:43058597,Glyma.16G111800,glyma.Wm82.gnm4.Gm16:24920097,0.0,WGD
Glyma.09G197100,glyma.Wm82.gnm4.Gm09:43070932,Glyma.16G111700,glyma.Wm82.gnm4.Gm16:24914635,0.0,WGD
Glyma.09G197700,glyma.Wm82.gnm4.Gm09:43115044,Glyma.16G111500,glyma.Wm82.gnm4.Gm16:24828784,4.74e-318,WGD
Glyma.09G197900,glyma.Wm82.gnm4.Gm09:43130711,Glyma.16G111400,glyma.Wm82.gnm4.Gm16:24745543,1.64e-185,WGD
Glyma.09G271300,glyma.Wm82.gnm4.Gm09:49196432,Glyma.16G221500,glyma.Wm82.gnm4.Gm16:38051765,7.76e-94,WGD
Glyma.09G271500,glyma.Wm82.gnm4.Gm09:49210466,Glyma.16G221400,glyma.Wm82.gnm4.Gm16:38045019,2.96e-126,WGD
Glyma.09G271700,glyma.Wm82.gnm4.Gm09:49225098,Glyma.16G221200,glyma.Wm82.gnm4.Gm16:38023778,1.07e-188,WGD
Glyma.09G271800,glyma.Wm82.gnm4.Gm09:49236058,Glyma.16G221100,glyma.Wm82.gnm4.Gm16:38020647,1.44e-116,WGD
Glyma.09G272800,glyma.Wm82.gnm4.Gm09:49308705,Glyma.16G220600,glyma.Wm82.gnm4.Gm16:37989450,2.58e-120,WGD
Glyma.09G273200,glyma.Wm82.gnm4.Gm09:49341849,Glyma.16G220500,glyma.Wm82.gnm4.Gm16:37979987,7.92e-73,WGD
Glyma.09G273400,glyma.Wm82.gnm4.Gm09:49354381,Glyma.16G220400,glyma.Wm82.gnm4.Gm16:37973883,8.13e-158,WGD
Glyma.09G273500,glyma.Wm82.gnm4.Gm09:49362709,Glyma.16G220300,glyma.Wm82.gnm4.Gm16:37966303,1.38e-274,WGD
Glyma.09G273900,glyma.Wm82.gnm4.Gm09:49389458,Glyma.16G220100,glyma.Wm82.gnm4.Gm16:37952537,0.0,WGD
Glyma.09G274000,glyma.Wm82.gnm4.Gm09:49400119,Glyma.16G219800,glyma.Wm82.gnm4.Gm16:37928985,2.41e-76,WGD
Glyma.09G078700,glyma.Wm82.gnm4.Gm09:8767504,Glyma.17G040300,glyma.Wm82.gnm4.Gm17:2977348,7.53e-237,WGD
Glyma.09G079000,glyma.Wm82.gnm4.Gm09:8817860,Glyma.17G040500,glyma.Wm82.gnm4.Gm17:2989515,2.25e-215,WGD
Glyma.09G079400,glyma.Wm82.gnm4.Gm09:8918411,Glyma.17G040700,glyma.Wm82.gnm4.Gm17:3002375,9.55e-234,WGD
Glyma.09G079600,glyma.Wm82.gnm4.Gm09:9066496,Glyma.17G041500,glyma.Wm82.gnm4.Gm17:3089872,2.84e-200,WGD
Glyma.09G080000,glyma.Wm82.gnm4.Gm09:9128733,Glyma.17G042300,glyma.Wm82.gnm4.Gm17:3138320,7.10e-105,WGD
Glyma.09G080100,glyma.Wm82.gnm4.Gm09:9173557,Glyma.17G042400,glyma.Wm82.gnm4.Gm17:3151671,2.41e-114,WGD
Glyma.09G080700,glyma.Wm82.gnm4.Gm09:9297193,Glyma.17G042500,glyma.Wm82.gnm4.Gm17:3162474,2.06e-29,WGD
Glyma.09G094900,glyma.Wm82.gnm4.Gm09:13447042,Glyma.17G104600,glyma.Wm82.gnm4.Gm17:8226553,8.44e-35,WGD
Glyma.09G095700,glyma.Wm82.gnm4.Gm09:13735773,Glyma.17G104800,glyma.Wm82.gnm4.Gm17:8235174,8.43e-195,WGD
Glyma.09G095800,glyma.Wm82.gnm4.Gm09:13833900,Glyma.17G105000,glyma.Wm82.gnm4.Gm17:8244592,7.47e-47,WGD
Glyma.09G095900,glyma.Wm82.gnm4.Gm09:13835251,Glyma.17G105100,glyma.Wm82.gnm4.Gm17:8245820,1.28e-134,WGD
Glyma.09G096300,glyma.Wm82.gnm4.Gm09:13985232,Glyma.17G105300,glyma.Wm82.gnm4.Gm17:8267175,6.05e-22,WGD
Glyma.09G096600,glyma.Wm82.gnm4.Gm09:14416841,Glyma.17G105800,glyma.Wm82.gnm4.Gm17:8290442,3.40e-196,WGD
Glyma.09G067300,glyma.Wm82.gnm4.Gm09:6632155,Glyma.17G050800,glyma.Wm82.gnm4.Gm17:3864169,3.63e-59,WGD
Glyma.09G067900,glyma.Wm82.gnm4.Gm09:6805316,Glyma.17G050900,glyma.Wm82.gnm4.Gm17:3871639,7.73e-45,WGD
Glyma.09G068000,glyma.Wm82.gnm4.Gm09:6823670,Glyma.17G051000,glyma.Wm82.gnm4.Gm17:3874975,1.25e-98,WGD
Glyma.09G068100,glyma.Wm82.gnm4.Gm09:6832553,Glyma.17G051200,glyma.Wm82.gnm4.Gm17:3887714,1.32e-169,WGD
Glyma.09G068400,glyma.Wm82.gnm4.Gm09:6879621,Glyma.17G051400,glyma.Wm82.gnm4.Gm17:3910288,1.12e-77,WGD
Glyma.09G068500,glyma.Wm82.gnm4.Gm09:6896709,Glyma.17G051600,glyma.Wm82.gnm4.Gm17:3921039,9.45e-142,WGD
Glyma.09G055400,glyma.Wm82.gnm4.Gm09:4916374,Glyma.17G062300,glyma.Wm82.gnm4.Gm17:4769214,2.02e-224,WGD
Glyma.09G056100,glyma.Wm82.gnm4.Gm09:4979158,Glyma.17G062000,glyma.Wm82.gnm4.Gm17:4747515,0.0,WGD
Glyma.09G056300,glyma.Wm82.gnm4.Gm09:5025327,Glyma.17G061800,glyma.Wm82.gnm4.Gm17:4710653,0.0,WGD
Glyma.09G056600,glyma.Wm82.gnm4.Gm09:5069146,Glyma.17G061700,glyma.Wm82.gnm4.Gm17:4700050,1.95e-65,WGD
Glyma.09G056900,glyma.Wm82.gnm4.Gm09:5095676,Glyma.17G061500,glyma.Wm82.gnm4.Gm17:4687238,2.99e-108,WGD
Glyma.09G057100,glyma.Wm82.gnm4.Gm09:5121458,Glyma.17G061400,glyma.Wm82.gnm4.Gm17:4681378,7.82e-195,WGD
Glyma.09G057300,glyma.Wm82.gnm4.Gm09:5131927,Glyma.17G061300,glyma.Wm82.gnm4.Gm17:4670466,2.03e-199,WGD
Glyma.09G057400,glyma.Wm82.gnm4.Gm09:5139699,Glyma.17G061200,glyma.Wm82.gnm4.Gm17:4658175,0.0,WGD
Glyma.09G057800,glyma.Wm82.gnm4.Gm09:5212592,Glyma.17G060766,glyma.Wm82.gnm4.Gm17:4636090,6.69e-88,WGD
Glyma.09G057900,glyma.Wm82.gnm4.Gm09:5227759,Glyma.17G060700,glyma.Wm82.gnm4.Gm17:4631294,2.41e-142,WGD
Glyma.09G058000,glyma.Wm82.gnm4.Gm09:5239526,Glyma.17G060600,glyma.Wm82.gnm4.Gm17:4624415,0.0,WGD
Glyma.09G058700,glyma.Wm82.gnm4.Gm09:5352805,Glyma.17G060200,glyma.Wm82.gnm4.Gm17:4566786,1.34e-70,WGD
Glyma.09G058800,glyma.Wm82.gnm4.Gm09:5353996,Glyma.17G059900,glyma.Wm82.gnm4.Gm17:4546463,1.56e-203,WGD
Glyma.09G059000,glyma.Wm82.gnm4.Gm09:5384223,Glyma.17G059800,glyma.Wm82.gnm4.Gm17:4537017,0.0,WGD
Glyma.09G059200,glyma.Wm82.gnm4.Gm09:5435289,Glyma.17G059700,glyma.Wm82.gnm4.Gm17:4520565,0.0,WGD
Glyma.09G059400,glyma.Wm82.gnm4.Gm09:5456095,Glyma.17G059600,glyma.Wm82.gnm4.Gm17:4518940,2.40e-16,WGD
Glyma.09G059500,glyma.Wm82.gnm4.Gm09:5462769,Glyma.17G059500,glyma.Wm82.gnm4.Gm17:4511677,2.78e-281,WGD
Glyma.09G059700,glyma.Wm82.gnm4.Gm09:5480259,Glyma.17G059400,glyma.Wm82.gnm4.Gm17:4503639,1.28e-296,WGD
Glyma.09G059800,glyma.Wm82.gnm4.Gm09:5487462,Glyma.17G059100,glyma.Wm82.gnm4.Gm17:4489598,1.10e-65,WGD
Glyma.09G059900,glyma.Wm82.gnm4.Gm09:5505850,Glyma.17G058900,glyma.Wm82.gnm4.Gm17:4475537,2.01e-212,WGD
Glyma.09G060200,glyma.Wm82.gnm4.Gm09:5536785,Glyma.17G058600,glyma.Wm82.gnm4.Gm17:4461097,3.36e-119,WGD
Glyma.09G060500,glyma.Wm82.gnm4.Gm09:5616553,Glyma.17G058400,glyma.Wm82.gnm4.Gm17:4431589,0.0,WGD
Glyma.09G060700,glyma.Wm82.gnm4.Gm09:5655509,Glyma.17G058100,glyma.Wm82.gnm4.Gm17:4417917,1.08e-40,WGD
Glyma.09G061200,glyma.Wm82.gnm4.Gm09:5734936,Glyma.17G057800,glyma.Wm82.gnm4.Gm17:4374900,0.0,WGD
Glyma.09G061500,glyma.Wm82.gnm4.Gm09:5777763,Glyma.17G057600,glyma.Wm82.gnm4.Gm17:4359522,2.06e-70,WGD
Glyma.09G061700,glyma.Wm82.gnm4.Gm09:5792090,Glyma.17G057400,glyma.Wm82.gnm4.Gm17:4351705,1.17e-214,WGD
Glyma.09G061750,glyma.Wm82.gnm4.Gm09:5798561,Glyma.17G057300,glyma.Wm82.gnm4.Gm17:4341440,1.82e-43,WGD
Glyma.09G061900,glyma.Wm82.gnm4.Gm09:5823906,Glyma.17G057100,glyma.Wm82.gnm4.Gm17:4331520,1.59e-104,WGD
Glyma.09G062000,glyma.Wm82.gnm4.Gm09:5846171,Glyma.17G057000,glyma.Wm82.gnm4.Gm17:4318482,2.72e-25,WGD
Glyma.09G062200,glyma.Wm82.gnm4.Gm09:5860378,Glyma.17G056600,glyma.Wm82.gnm4.Gm17:4296947,3.90e-30,WGD
Glyma.09G062400,glyma.Wm82.gnm4.Gm09:5885093,Glyma.17G056300,glyma.Wm82.gnm4.Gm17:4277128,4.95e-67,WGD
Glyma.09G062500,glyma.Wm82.gnm4.Gm09:5903922,Glyma.17G055900,glyma.Wm82.gnm4.Gm17:4253493,1.18e-212,WGD
Glyma.09G062800,glyma.Wm82.gnm4.Gm09:5939176,Glyma.17G055200,glyma.Wm82.gnm4.Gm17:4206423,5.65e-79,WGD
Glyma.09G062900,glyma.Wm82.gnm4.Gm09:5963582,Glyma.17G055100,glyma.Wm82.gnm4.Gm17:4187579,0.0,WGD
Glyma.09G063000,glyma.Wm82.gnm4.Gm09:5982892,Glyma.17G055000,glyma.Wm82.gnm4.Gm17:4181310,1.77e-267,WGD
Glyma.09G063500,glyma.Wm82.gnm4.Gm09:6061138,Glyma.17G054500,glyma.Wm82.gnm4.Gm17:4146540,1.15e-194,WGD
Glyma.09G064000,glyma.Wm82.gnm4.Gm09:6141889,Glyma.17G054200,glyma.Wm82.gnm4.Gm17:4122089,9.75e-131,WGD
Glyma.09G064200,glyma.Wm82.gnm4.Gm09:6170876,Glyma.17G054000,glyma.Wm82.gnm4.Gm17:4112035,2.74e-163,WGD
Glyma.09G064300,glyma.Wm82.gnm4.Gm09:6193876,Glyma.17G053900,glyma.Wm82.gnm4.Gm17:4101714,1.18e-216,WGD
Glyma.09G064400,glyma.Wm82.gnm4.Gm09:6203573,Glyma.17G053800,glyma.Wm82.gnm4.Gm17:4097832,1.34e-183,WGD
Glyma.09G065000,glyma.Wm82.gnm4.Gm09:6285654,Glyma.17G053600,glyma.Wm82.gnm4.Gm17:4080203,1.34e-274,WGD
Glyma.09G065200,glyma.Wm82.gnm4.Gm09:6315188,Glyma.17G053500,glyma.Wm82.gnm4.Gm17:4069989,1.67e-277,WGD
Glyma.09G065300,glyma.Wm82.gnm4.Gm09:6330272,Glyma.17G053300,glyma.Wm82.gnm4.Gm17:4057540,1.11e-287,WGD
Glyma.09G065600,glyma.Wm82.gnm4.Gm09:6354734,Glyma.17G053200,glyma.Wm82.gnm4.Gm17:4050937,1.86e-294,WGD
Glyma.09G065800,glyma.Wm82.gnm4.Gm09:6374104,Glyma.17G052900,glyma.Wm82.gnm4.Gm17:4032839,4.56e-114,WGD
Glyma.09G066400,glyma.Wm82.gnm4.Gm09:6470027,Glyma.17G052600,glyma.Wm82.gnm4.Gm17:3989361,0.0,WGD
Glyma.09G066500,glyma.Wm82.gnm4.Gm09:6490867,Glyma.17G052500,glyma.Wm82.gnm4.Gm17:3981776,9.17e-206,WGD
Glyma.09G066600,glyma.Wm82.gnm4.Gm09:6495684,Glyma.17G052400,glyma.Wm82.gnm4.Gm17:3976523,7.66e-65,WGD
Glyma.09G066800,glyma.Wm82.gnm4.Gm09:6547844,Glyma.17G052300,glyma.Wm82.gnm4.Gm17:3969922,2.60e-69,WGD
Glyma.09G067100,glyma.Wm82.gnm4.Gm09:6583219,Glyma.17G051800,glyma.Wm82.gnm4.Gm17:3928217,6.98e-204,WGD
Glyma.09G067200,glyma.Wm82.gnm4.Gm09:6610939,Glyma.17G051700,glyma.Wm82.gnm4.Gm17:3925512,6.08e-54,WGD
Glyma.09G068700,glyma.Wm82.gnm4.Gm09:6923306,Glyma.17G050200,glyma.Wm82.gnm4.Gm17:3819748,9.70e-162,WGD
Glyma.09G068800,glyma.Wm82.gnm4.Gm09:6938392,Glyma.17G050100,glyma.Wm82.gnm4.Gm17:3803916,0.0,WGD
Glyma.09G069100,glyma.Wm82.gnm4.Gm09:6994720,Glyma.17G049700,glyma.Wm82.gnm4.Gm17:3778713,1.48e-120,WGD
Glyma.09G069401,glyma.Wm82.gnm4.Gm09:7014565,Glyma.17G049600,glyma.Wm82.gnm4.Gm17:3768467,1.38e-38,WGD
Glyma.09G069500,glyma.Wm82.gnm4.Gm09:7018881,Glyma.17G049500,glyma.Wm82.gnm4.Gm17:3765361,1.05e-85,WGD
Glyma.09G069800,glyma.Wm82.gnm4.Gm09:7049197,Glyma.17G049000,glyma.Wm82.gnm4.Gm17:3734008,2.44e-188,WGD
Glyma.09G069900,glyma.Wm82.gnm4.Gm09:7076900,Glyma.17G048900,glyma.Wm82.gnm4.Gm17:3720352,1.46e-236,WGD
Glyma.09G070000,glyma.Wm82.gnm4.Gm09:7106738,Glyma.17G048700,glyma.Wm82.gnm4.Gm17:3695767,0.0,WGD
Glyma.09G070200,glyma.Wm82.gnm4.Gm09:7116449,Glyma.17G048500,glyma.Wm82.gnm4.Gm17:3676000,1.78e-103,WGD
Glyma.09G070900,glyma.Wm82.gnm4.Gm09:7192170,Glyma.17G048100,glyma.Wm82.gnm4.Gm17:3645540,0.0,WGD
