fam,geneA1,geneA2,geneB1,geneB2,geneA1_extracted,geneA2_extracted,geneB1_extracted,geneB2_extracted
Legume.fam3.02356,glyma.Wm82.gnm4.ann1.Glyma.06G315100.1,glyma.Wm82.gnm4.ann1.Glyma.04G129200.1,glyma.Wm82.gnm4.ann1.Glyma.15G215400.1,glyma.Wm82.gnm4.ann1.Glyma.08G228800.1,Glyma.06G315100,Glyma.04G129200,Glyma.15G215400,Glyma.08G228800
Legume.fam3.02358,glyma.Wm82.gnm4.ann1.Glyma.13G187500.5,glyma.Wm82.gnm4.ann1.Glyma.15G225300.5,glyma.Wm82.gnm4.ann1.Glyma.06G312900.1,glyma.Wm82.gnm4.ann1.Glyma.04G125700.7,Glyma.13G187500,Glyma.15G225300,Glyma.06G312900,Glyma.04G125700
Legume.fam3.02359,glyma.Wm82.gnm4.ann1.Glyma.13G253100.1,glyma.Wm82.gnm4.ann1.Glyma.15G061800.1,glyma.Wm82.gnm4.ann1.Glyma.07G185500.1,glyma.Wm82.gnm4.ann1.Glyma.08G063700.1,Glyma.13G253100,Glyma.15G061800,Glyma.07G185500,Glyma.08G063700
Legume.fam3.02360,glyma.Wm82.gnm4.ann1.Glyma.07G189200.3,glyma.Wm82.gnm4.ann1.Glyma.08G060100.1,glyma.Wm82.gnm4.ann1.Glyma.13G247300.8,glyma.Wm82.gnm4.ann1.Glyma.15G066700.1,Glyma.07G189200,Glyma.08G060100,Glyma.13G247300,Glyma.15G066700
Legume.fam3.02361,glyma.Wm82.gnm4.ann1.Glyma.13G244100.1,glyma.Wm82.gnm4.ann1.Glyma.15G069600.1,glyma.Wm82.gnm4.ann1.Glyma.07G192300.1,glyma.Wm82.gnm4.ann1.Glyma.13G184100.1,Glyma.13G244100,Glyma.15G069600,Glyma.07G192300,Glyma.13G184100
Legume.fam3.02362,glyma.Wm82.gnm4.ann1.Glyma.15G077600.1,glyma.Wm82.gnm4.ann1.Glyma.13G236100.1,glyma.Wm82.gnm4.ann1.Glyma.13G175300.1,glyma.Wm82.gnm4.ann1.Glyma.07G201100.1,Glyma.15G077600,Glyma.13G236100,Glyma.13G175300,Glyma.07G201100
Legume.fam3.02368,glyma.Wm82.gnm4.ann1.Glyma.19G228500.1,glyma.Wm82.gnm4.ann1.Glyma.03G231300.1,glyma.Wm82.gnm4.ann1.Glyma.20G097600.1,glyma.Wm82.gnm4.ann1.Glyma.10G147100.1,Glyma.19G228500,Glyma.03G231300,Glyma.20G097600,Glyma.10G147100
Legume.fam3.02369,glyma.Wm82.gnm4.ann1.Glyma.10G160900.1,glyma.Wm82.gnm4.ann1.Glyma.20G223700.1,glyma.Wm82.gnm4.ann1.Glyma.19G243200.2,glyma.Wm82.gnm4.ann1.Glyma.03G245700.1,Glyma.10G160900,Glyma.20G223700,Glyma.19G243200,Glyma.03G245700
Legume.fam3.02370,glyma.Wm82.gnm4.ann1.Glyma.19G249100.1,glyma.Wm82.gnm4.ann1.Glyma.03G251700.1,glyma.Wm82.gnm4.ann1.Glyma.10G167300.1,glyma.Wm82.gnm4.ann1.Glyma.20G221800.1,Glyma.19G249100,Glyma.03G251700,Glyma.10G167300,Glyma.20G221800
Legume.fam3.02371,glyma.Wm82.gnm4.ann1.Glyma.07G073700.3,glyma.Wm82.gnm4.ann1.Glyma.03G014000.1,glyma.Wm82.gnm4.ann1.Glyma.18G230100.1,glyma.Wm82.gnm4.ann1.Glyma.09G262000.1,Glyma.07G073700,Glyma.03G014000,Glyma.18G230100,Glyma.09G262000
Legume.fam3.02372,glyma.Wm82.gnm4.ann1.Glyma.03G008600.1,glyma.Wm82.gnm4.ann1.Glyma.07G069900.1,glyma.Wm82.gnm4.ann1.Glyma.18G233600.1,glyma.Wm82.gnm4.ann1.Glyma.09G259000.2,Glyma.03G008600,Glyma.07G069900,Glyma.18G233600,Glyma.09G259000
Legume.fam3.02374,glyma.Wm82.gnm4.ann1.Glyma.07G058100.1,glyma.Wm82.gnm4.ann1.Glyma.16G027100.1,glyma.Wm82.gnm4.ann1.Glyma.19G253900.1,glyma.Wm82.gnm4.ann1.Glyma.03G256100.1,Glyma.07G058100,Glyma.16G027100,Glyma.19G253900,Glyma.03G256100
Legume.fam3.02375,glyma.Wm82.gnm4.ann1.Glyma.07G054700.1,glyma.Wm82.gnm4.ann1.Glyma.16G023500.1,glyma.Wm82.gnm4.ann1.Glyma.19G257000.1,glyma.Wm82.gnm4.ann1.Glyma.03G258400.1,Glyma.07G054700,Glyma.16G023500,Glyma.19G257000,Glyma.03G258400
Legume.fam3.02376,glyma.Wm82.gnm4.ann1.Glyma.03G261000.1,glyma.Wm82.gnm4.ann1.Glyma.19G260000.1,glyma.Wm82.gnm4.ann1.Glyma.07G049600.1,glyma.Wm82.gnm4.ann1.Glyma.16G018300.1,Glyma.03G261000,Glyma.19G260000,Glyma.07G049600,Glyma.16G018300
Legume.fam3.02379,glyma.Wm82.gnm4.ann1.Glyma.19G262400.1,glyma.Wm82.gnm4.ann1.Glyma.03G263400.1,glyma.Wm82.gnm4.ann1.Glyma.07G045700.1,glyma.Wm82.gnm4.ann1.Glyma.16G013600.3,Glyma.19G262400,Glyma.03G263400,Glyma.07G045700,Glyma.16G013600
Legume.fam3.02382,glyma.Wm82.gnm4.ann1.Glyma.07G010200.1,glyma.Wm82.gnm4.ann1.Glyma.08G193200.1,glyma.Wm82.gnm4.ann1.Glyma.13G350400.1,glyma.Wm82.gnm4.ann1.Glyma.15G024100.1,Glyma.07G010200,Glyma.08G193200,Glyma.13G350400,Glyma.15G024100
Legume.fam3.02387,glyma.Wm82.gnm4.ann1.Glyma.03G069400.2,glyma.Wm82.gnm4.ann1.Glyma.01G099800.10,glyma.Wm82.gnm4.ann1.Glyma.07G137300.1,glyma.Wm82.gnm4.ann1.Glyma.18G188000.1,Glyma.03G069400,Glyma.01G099800,Glyma.07G137300,Glyma.18G188000
Legume.fam3.02388,glyma.Wm82.gnm4.ann1.Glyma.07G143000.1,glyma.Wm82.gnm4.ann1.Glyma.18G193900.1,glyma.Wm82.gnm4.ann1.Glyma.01G109200.1,glyma.Wm82.gnm4.ann1.Glyma.03G074300.1,Glyma.07G143000,Glyma.18G193900,Glyma.01G109200,Glyma.03G074300
Legume.fam3.02389,glyma.Wm82.gnm4.ann1.Glyma.18G197600.1,glyma.Wm82.gnm4.ann1.Glyma.07G146400.1,glyma.Wm82.gnm4.ann1.Glyma.03G078300.1,glyma.Wm82.gnm4.ann1.Glyma.01G113000.1,Glyma.18G197600,Glyma.07G146400,Glyma.03G078300,Glyma.01G113000
Legume.fam3.02392,glyma.Wm82.gnm4.ann1.Glyma.19G258500.1,glyma.Wm82.gnm4.ann1.Glyma.03G259600.4,glyma.Wm82.gnm4.ann1.Glyma.16G021300.2,glyma.Wm82.gnm4.ann1.Glyma.07G052400.2,Glyma.19G258500,Glyma.03G259600,Glyma.16G021300,Glyma.07G052400
Legume.fam3.02393,glyma.Wm82.gnm4.ann1.Glyma.15G025300.5,glyma.Wm82.gnm4.ann1.Glyma.13G348500.2,glyma.Wm82.gnm4.ann1.Glyma.07G008300.3,glyma.Wm82.gnm4.ann1.Glyma.08G191300.3,Glyma.15G025300,Glyma.13G348500,Glyma.07G008300,Glyma.08G191300
Legume.fam3.02394,glyma.Wm82.gnm4.ann1.Glyma.06G227500.6,glyma.Wm82.gnm4.ann1.Glyma.12G156900.5,glyma.Wm82.gnm4.ann1.Glyma.12G230800.1,glyma.Wm82.gnm4.ann1.Glyma.13G268800.1,Glyma.06G227500,Glyma.12G156900,Glyma.12G230800,Glyma.13G268800
Legume.fam3.02395,glyma.Wm82.gnm4.ann1.Glyma.09G271300.1,glyma.Wm82.gnm4.ann1.Glyma.18G218000.1,glyma.Wm82.gnm4.ann1.Glyma.03G001100.1,glyma.Wm82.gnm4.ann1.Glyma.16G221500.1,Glyma.09G271300,Glyma.18G218000,Glyma.03G001100,Glyma.16G221500
Legume.fam3.02398,glyma.Wm82.gnm4.ann1.Glyma.06G194500.1,glyma.Wm82.gnm4.ann1.Glyma.04G168500.2,glyma.Wm82.gnm4.ann1.Glyma.17G100800.1,glyma.Wm82.gnm4.ann1.Glyma.05G026100.1,Glyma.06G194500,Glyma.04G168500,Glyma.17G100800,Glyma.05G026100
Legume.fam3.02401,glyma.Wm82.gnm4.ann1.Glyma.08G009400.1,glyma.Wm82.gnm4.ann1.Glyma.05G202000.1,glyma.Wm82.gnm4.ann1.Glyma.04G199300.1,glyma.Wm82.gnm4.ann1.Glyma.06G166200.1,Glyma.08G009400,Glyma.05G202000,Glyma.04G199300,Glyma.06G166200
Legume.fam3.02403,glyma.Wm82.gnm4.ann1.Glyma.05G195500.1,glyma.Wm82.gnm4.ann1.Glyma.08G003100.2,glyma.Wm82.gnm4.ann1.Glyma.04G207800.1,glyma.Wm82.gnm4.ann1.Glyma.06G158000.1,Glyma.05G195500,Glyma.08G003100,Glyma.04G207800,Glyma.06G158000
Legume.fam3.02405,glyma.Wm82.gnm4.ann1.Glyma.04G211800.1,glyma.Wm82.gnm4.ann1.Glyma.06G154500.1,glyma.Wm82.gnm4.ann1.Glyma.08G000800.1,glyma.Wm82.gnm4.ann1.Glyma.05G192700.1,Glyma.04G211800,Glyma.06G154500,Glyma.08G000800,Glyma.05G192700
Legume.fam3.02407,glyma.Wm82.gnm4.ann1.Glyma.05G184500.1,glyma.Wm82.gnm4.ann1.Glyma.08G142400.1,glyma.Wm82.gnm4.ann1.Glyma.04G218700.1,glyma.Wm82.gnm4.ann1.Glyma.06G147100.1,Glyma.05G184500,Glyma.08G142400,Glyma.04G218700,Glyma.06G147100
Legume.fam3.02408,glyma.Wm82.gnm4.ann1.Glyma.18G017400.1,glyma.Wm82.gnm4.ann1.Glyma.11G240000.1,glyma.Wm82.gnm4.ann1.Glyma.08G136300.1,glyma.Wm82.gnm4.ann1.Glyma.05G178800.1,Glyma.18G017400,Glyma.11G240000,Glyma.08G136300,Glyma.05G178800
Legume.fam3.02411,glyma.Wm82.gnm4.ann1.Glyma.15G197800.1,glyma.Wm82.gnm4.ann1.Glyma.09G091100.4,glyma.Wm82.gnm4.ann1.Glyma.13G163000.1,glyma.Wm82.gnm4.ann1.Glyma.17G108200.1,Glyma.15G197800,Glyma.09G091100,Glyma.13G163000,Glyma.17G108200
Legume.fam3.02413,glyma.Wm82.gnm4.ann1.Glyma.17G061700.2,glyma.Wm82.gnm4.ann1.Glyma.13G098000.1,glyma.Wm82.gnm4.ann1.Glyma.09G056600.1,glyma.Wm82.gnm4.ann1.Glyma.15G162800.1,Glyma.17G061700,Glyma.13G098000,Glyma.09G056600,Glyma.15G162800
Legume.fam3.02414,glyma.Wm82.gnm4.ann1.Glyma.09G068800.3,glyma.Wm82.gnm4.ann1.Glyma.15G176600.2,glyma.Wm82.gnm4.ann1.Glyma.17G050100.10,glyma.Wm82.gnm4.ann1.Glyma.13G109600.23,Glyma.09G068800,Glyma.15G176600,Glyma.17G050100,Glyma.13G109600
Legume.fam3.02417,glyma.Wm82.gnm4.ann1.Glyma.15G187400.1,glyma.Wm82.gnm4.ann1.Glyma.09G079400.1,glyma.Wm82.gnm4.ann1.Glyma.17G040700.1,glyma.Wm82.gnm4.ann1.Glyma.13G119500.1,Glyma.15G187400,Glyma.09G079400,Glyma.17G040700,Glyma.13G119500
Legume.fam3.02420,glyma.Wm82.gnm4.ann1.Glyma.13G112400.1,glyma.Wm82.gnm4.ann1.Glyma.17G047300.1,glyma.Wm82.gnm4.ann1.Glyma.09G072000.1,glyma.Wm82.gnm4.ann1.Glyma.15G180000.1,Glyma.13G112400,Glyma.17G047300,Glyma.09G072000,Glyma.15G180000
Legume.fam3.02421,glyma.Wm82.gnm4.ann1.Glyma.20G087700.1,glyma.Wm82.gnm4.ann1.Glyma.10G008200.1,glyma.Wm82.gnm4.ann1.Glyma.10G188300.1,glyma.Wm82.gnm4.ann1.Glyma.20G202500.1,Glyma.20G087700,Glyma.10G008200,Glyma.10G188300,Glyma.20G202500
Legume.fam3.02424,glyma.Wm82.gnm4.ann1.Glyma.10G006700.1,glyma.Wm82.gnm4.ann1.Glyma.02G005800.1,glyma.Wm82.gnm4.ann1.Glyma.10G186500.2,glyma.Wm82.gnm4.ann1.Glyma.20G204000.1,Glyma.10G006700,Glyma.02G005800,Glyma.10G186500,Glyma.20G204000
Legume.fam3.02426,glyma.Wm82.gnm4.ann1.Glyma.10G189800.2,glyma.Wm82.gnm4.ann1.Glyma.20G201100.2,glyma.Wm82.gnm4.ann1.Glyma.10G136600.1,glyma.Wm82.gnm4.ann1.Glyma.20G086200.1,Glyma.10G189800,Glyma.20G201100,Glyma.10G136600,Glyma.20G086200
Legume.fam3.02427,glyma.Wm82.gnm4.ann1.Glyma.10G133900.1,glyma.Wm82.gnm4.ann1.Glyma.20G083000.1,glyma.Wm82.gnm4.ann1.Glyma.20G200200.1,glyma.Wm82.gnm4.ann1.Glyma.10G190500.1,Glyma.10G133900,Glyma.20G083000,Glyma.20G200200,Glyma.10G190500
Legume.fam3.02428,glyma.Wm82.gnm4.ann1.Glyma.12G118700.1,glyma.Wm82.gnm4.ann1.Glyma.06G288500.5,glyma.Wm82.gnm4.ann1.Glyma.13G294000.1,glyma.Wm82.gnm4.ann1.Glyma.12G206900.1,Glyma.12G118700,Glyma.06G288500,Glyma.13G294000,Glyma.12G206900
Legume.fam3.02432,glyma.Wm82.gnm4.ann1.Glyma.15G101000.1,glyma.Wm82.gnm4.ann1.Glyma.13G211700.1,glyma.Wm82.gnm4.ann1.Glyma.07G254000.1,glyma.Wm82.gnm4.ann1.Glyma.17G020300.1,Glyma.15G101000,Glyma.13G211700,Glyma.07G254000,Glyma.17G020300
Legume.fam3.02435,glyma.Wm82.gnm4.ann1.Glyma.12G204700.1,glyma.Wm82.gnm4.ann1.Glyma.13G296600.1,glyma.Wm82.gnm4.ann1.Glyma.12G113400.1,glyma.Wm82.gnm4.ann1.Glyma.06G292400.1,Glyma.12G204700,Glyma.13G296600,Glyma.12G113400,Glyma.06G292400
Legume.fam3.02436,glyma.Wm82.gnm4.ann1.Glyma.16G111800.1,glyma.Wm82.gnm4.ann1.Glyma.09G197000.1,glyma.Wm82.gnm4.ann1.Glyma.01G157800.1,glyma.Wm82.gnm4.ann1.Glyma.11G087200.1,Glyma.16G111800,Glyma.09G197000,Glyma.01G157800,Glyma.11G087200
Legume.fam3.02438,glyma.Wm82.gnm4.ann1.Glyma.12G111200.1,glyma.Wm82.gnm4.ann1.Glyma.06G294500.1,glyma.Wm82.gnm4.ann1.Glyma.12G203600.1,glyma.Wm82.gnm4.ann1.Glyma.13G298100.1,Glyma.12G111200,Glyma.06G294500,Glyma.12G203600,Glyma.13G298100
Legume.fam3.02441,glyma.Wm82.gnm4.ann1.Glyma.11G069300.1,glyma.Wm82.gnm4.ann1.Glyma.01G173800.1,glyma.Wm82.gnm4.ann1.Glyma.02G055500.1,glyma.Wm82.gnm4.ann1.Glyma.16G138300.13,Glyma.11G069300,Glyma.01G173800,Glyma.02G055500,Glyma.16G138300
Legume.fam3.02442,glyma.Wm82.gnm4.ann1.Glyma.01G174200.1,glyma.Wm82.gnm4.ann1.Glyma.11G068800.2,glyma.Wm82.gnm4.ann1.Glyma.02G056100.1,glyma.Wm82.gnm4.ann1.Glyma.16G138700.2,Glyma.01G174200,Glyma.11G068800,Glyma.02G056100,Glyma.16G138700
Legume.fam3.02446,glyma.Wm82.gnm4.ann1.Glyma.11G046200.1,glyma.Wm82.gnm4.ann1.Glyma.01G195500.1,glyma.Wm82.gnm4.ann1.Glyma.17G159500.2,glyma.Wm82.gnm4.ann1.Glyma.05G107600.1,Glyma.11G046200,Glyma.01G195500,Glyma.17G159500,Glyma.05G107600
Legume.fam3.02447,glyma.Wm82.gnm4.ann1.Glyma.17G158100.1,glyma.Wm82.gnm4.ann1.Glyma.05G108900.1,glyma.Wm82.gnm4.ann1.Glyma.11G045600.1,glyma.Wm82.gnm4.ann1.Glyma.01G196100.1,Glyma.17G158100,Glyma.05G108900,Glyma.11G045600,Glyma.01G196100
Legume.fam3.02448,glyma.Wm82.gnm4.ann1.Glyma.11G045400.1,glyma.Wm82.gnm4.ann1.Glyma.01G196200.1,glyma.Wm82.gnm4.ann1.Glyma.05G109200.1,glyma.Wm82.gnm4.ann1.Glyma.17G158000.1,Glyma.11G045400,Glyma.01G196200,Glyma.05G109200,Glyma.17G158000
Legume.fam3.02451,glyma.Wm82.gnm4.ann1.Glyma.01G214500.1,glyma.Wm82.gnm4.ann1.Glyma.11G027500.2,glyma.Wm82.gnm4.ann1.Glyma.17G133000.3,glyma.Wm82.gnm4.ann1.Glyma.05G051100.1,Glyma.01G214500,Glyma.11G027500,Glyma.17G133000,Glyma.05G051100
Legume.fam3.02456,glyma.Wm82.gnm4.ann1.Glyma.08G271900.1,glyma.Wm82.gnm4.ann1.Glyma.01G096600.1,glyma.Wm82.gnm4.ann1.Glyma.01G018400.1,glyma.Wm82.gnm4.ann1.Glyma.09G204500.1,Glyma.08G271900,Glyma.01G096600,Glyma.01G018400,Glyma.09G204500
Legume.fam3.02457,glyma.Wm82.gnm4.ann1.Glyma.01G019000.1,glyma.Wm82.gnm4.ann1.Glyma.09G203900.3,glyma.Wm82.gnm4.ann1.Glyma.08G272600.6,glyma.Wm82.gnm4.ann1.Glyma.01G097100.4,Glyma.01G019000,Glyma.09G203900,Glyma.08G272600,Glyma.01G097100
Legume.fam3.02458,glyma.Wm82.gnm4.ann1.Glyma.09G203300.1,glyma.Wm82.gnm4.ann1.Glyma.01G019400.2,glyma.Wm82.gnm4.ann1.Glyma.08G273500.1,glyma.Wm82.gnm4.ann1.Glyma.01G098000.3,Glyma.09G203300,Glyma.01G019400,Glyma.08G273500,Glyma.01G098000
Legume.fam3.02459,glyma.Wm82.gnm4.ann1.Glyma.18G147200.2,glyma.Wm82.gnm4.ann1.Glyma.08G279400.1,glyma.Wm82.gnm4.ann1.Glyma.09G199300.3,glyma.Wm82.gnm4.ann1.Glyma.01G023000.3,Glyma.18G147200,Glyma.08G279400,Glyma.09G199300,Glyma.01G023000
Legume.fam3.02460,glyma.Wm82.gnm4.ann1.Glyma.01G025400.1,glyma.Wm82.gnm4.ann1.Glyma.02G039300.1,glyma.Wm82.gnm4.ann1.Glyma.08G281900.1,glyma.Wm82.gnm4.ann1.Glyma.18G144700.1,Glyma.01G025400,Glyma.02G039300,Glyma.08G281900,Glyma.18G144700
Legume.fam3.02461,glyma.Wm82.gnm4.ann1.Glyma.13G310800.1,glyma.Wm82.gnm4.ann1.Glyma.12G190900.2,glyma.Wm82.gnm4.ann1.Glyma.12G096500.1,glyma.Wm82.gnm4.ann1.Glyma.06G308300.1,Glyma.13G310800,Glyma.12G190900,Glyma.12G096500,Glyma.06G308300
Legume.fam3.02465,glyma.Wm82.gnm4.ann1.Glyma.08G297400.1,glyma.Wm82.gnm4.ann1.Glyma.18G124500.1,glyma.Wm82.gnm4.ann1.Glyma.02G019800.1,glyma.Wm82.gnm4.ann1.Glyma.01G043700.1,Glyma.08G297400,Glyma.18G124500,Glyma.02G019800,Glyma.01G043700
Legume.fam3.02466,glyma.Wm82.gnm4.ann1.Glyma.13G313700.1,glyma.Wm82.gnm4.ann1.Glyma.12G187600.1,glyma.Wm82.gnm4.ann1.Glyma.12G093600.1,glyma.Wm82.gnm4.ann1.Glyma.11G179900.1,Glyma.13G313700,Glyma.12G187600,Glyma.12G093600,Glyma.11G179900
Legume.fam3.02467,glyma.Wm82.gnm4.ann1.Glyma.07G227700.1,glyma.Wm82.gnm4.ann1.Glyma.20G030100.1,glyma.Wm82.gnm4.ann1.Glyma.02G111800.1,glyma.Wm82.gnm4.ann1.Glyma.01G053300.1,Glyma.07G227700,Glyma.20G030100,Glyma.02G111800,Glyma.01G053300
Legume.fam3.02469,glyma.Wm82.gnm4.ann1.Glyma.20G027100.1,glyma.Wm82.gnm4.ann1.Glyma.07G226700.4,glyma.Wm82.gnm4.ann1.Glyma.01G056000.3,glyma.Wm82.gnm4.ann1.Glyma.02G114300.2,Glyma.20G027100,Glyma.07G226700,Glyma.01G056000,Glyma.02G114300
Legume.fam3.02474,glyma.Wm82.gnm4.ann1.Glyma.12G085500.1,glyma.Wm82.gnm4.ann1.Glyma.11G189100.1,glyma.Wm82.gnm4.ann1.Glyma.12G181800.1,glyma.Wm82.gnm4.ann1.Glyma.13G319000.1,Glyma.12G085500,Glyma.11G189100,Glyma.12G181800,Glyma.13G319000
Legume.fam3.02475,glyma.Wm82.gnm4.ann1.Glyma.08G046400.1,glyma.Wm82.gnm4.ann1.Glyma.05G239300.1,glyma.Wm82.gnm4.ann1.Glyma.02G085700.1,glyma.Wm82.gnm4.ann1.Glyma.07G171000.1,Glyma.08G046400,Glyma.05G239300,Glyma.02G085700,Glyma.07G171000
Legume.fam3.02476,glyma.Wm82.gnm4.ann1.Glyma.12G177000.1,glyma.Wm82.gnm4.ann1.Glyma.13G323700.1,glyma.Wm82.gnm4.ann1.Glyma.12G079100.1,glyma.Wm82.gnm4.ann1.Glyma.11G195000.1,Glyma.12G177000,Glyma.13G323700,Glyma.12G079100,Glyma.11G195000
Legume.fam3.02477,glyma.Wm82.gnm4.ann1.Glyma.20G164500.1,glyma.Wm82.gnm4.ann1.Glyma.10G227800.1,glyma.Wm82.gnm4.ann1.Glyma.09G126300.1,glyma.Wm82.gnm4.ann1.Glyma.16G173100.1,Glyma.20G164500,Glyma.10G227800,Glyma.09G126300,Glyma.16G173100
Legume.fam3.02479,glyma.Wm82.gnm4.ann1.Glyma.11G133300.1,glyma.Wm82.gnm4.ann1.Glyma.12G057400.1,glyma.Wm82.gnm4.ann1.Glyma.13G340000.1,glyma.Wm82.gnm4.ann1.Glyma.15G034400.1,Glyma.11G133300,Glyma.12G057400,Glyma.13G340000,Glyma.15G034400
Legume.fam3.02480,glyma.Wm82.gnm4.ann1.Glyma.01G173700.1,glyma.Wm82.gnm4.ann1.Glyma.11G069400.3,glyma.Wm82.gnm4.ann1.Glyma.16G138100.1,glyma.Wm82.gnm4.ann1.Glyma.02G055300.2,Glyma.01G173700,Glyma.11G069400,Glyma.16G138100,Glyma.02G055300
Legume.fam3.02481,glyma.Wm82.gnm4.ann1.Glyma.02G057700.1,glyma.Wm82.gnm4.ann1.Glyma.16G140700.1,glyma.Wm82.gnm4.ann1.Glyma.11G067200.2,glyma.Wm82.gnm4.ann1.Glyma.01G175000.2,Glyma.02G057700,Glyma.16G140700,Glyma.11G067200,Glyma.01G175000
Legume.fam3.02486,glyma.Wm82.gnm4.ann1.Glyma.07G253200.1,glyma.Wm82.gnm4.ann1.Glyma.17G021200.1,glyma.Wm82.gnm4.ann1.Glyma.13G212700.1,glyma.Wm82.gnm4.ann1.Glyma.15G099900.1,Glyma.07G253200,Glyma.17G021200,Glyma.13G212700,Glyma.15G099900
Legume.fam3.02489,glyma.Wm82.gnm4.ann1.Glyma.09G012000.1,glyma.Wm82.gnm4.ann1.Glyma.15G116700.1,glyma.Wm82.gnm4.ann1.Glyma.07G266600.1,glyma.Wm82.gnm4.ann1.Glyma.17G007500.1,Glyma.09G012000,Glyma.15G116700,Glyma.07G266600,Glyma.17G007500
Legume.fam3.02490,glyma.Wm82.gnm4.ann1.Glyma.09G013100.2,glyma.Wm82.gnm4.ann1.Glyma.15G118000.1,glyma.Wm82.gnm4.ann1.Glyma.17G006600.1,glyma.Wm82.gnm4.ann1.Glyma.07G267400.2,Glyma.09G013100,Glyma.15G118000,Glyma.17G006600,Glyma.07G267400
Legume.fam3.02491,glyma.Wm82.gnm4.ann1.Glyma.09G013900.1,glyma.Wm82.gnm4.ann1.Glyma.15G118600.1,glyma.Wm82.gnm4.ann1.Glyma.07G267900.2,glyma.Wm82.gnm4.ann1.Glyma.17G006000.1,Glyma.09G013900,Glyma.15G118600,Glyma.07G267900,Glyma.17G006000
Legume.fam3.02494,glyma.Wm82.gnm4.ann1.Glyma.08G131200.1,glyma.Wm82.gnm4.ann1.Glyma.05G174000.3,glyma.Wm82.gnm4.ann1.Glyma.11G243900.2,glyma.Wm82.gnm4.ann1.Glyma.18G013200.5,Glyma.08G131200,Glyma.05G174000,Glyma.11G243900,Glyma.18G013200
Legume.fam3.02495,glyma.Wm82.gnm4.ann1.Glyma.06G154100.1,glyma.Wm82.gnm4.ann1.Glyma.04G212300.1,glyma.Wm82.gnm4.ann1.Glyma.05G192100.2,glyma.Wm82.gnm4.ann1.Glyma.08G000400.1,Glyma.06G154100,Glyma.04G212300,Glyma.05G192100,Glyma.08G000400
Legume.fam3.02498,glyma.Wm82.gnm4.ann1.Glyma.09G057900.1,glyma.Wm82.gnm4.ann1.Glyma.15G164000.1,glyma.Wm82.gnm4.ann1.Glyma.13G099400.1,glyma.Wm82.gnm4.ann1.Glyma.17G060700.2,Glyma.09G057900,Glyma.15G164000,Glyma.13G099400,Glyma.17G060700
Legume.fam3.02499,glyma.Wm82.gnm4.ann1.Glyma.13G103900.1,glyma.Wm82.gnm4.ann1.Glyma.17G055200.1,glyma.Wm82.gnm4.ann1.Glyma.09G062800.1,glyma.Wm82.gnm4.ann1.Glyma.15G169300.1,Glyma.13G103900,Glyma.17G055200,Glyma.09G062800,Glyma.15G169300
Legume.fam3.02500,glyma.Wm82.gnm4.ann1.Glyma.10G242800.1,glyma.Wm82.gnm4.ann1.Glyma.20G151400.4,glyma.Wm82.gnm4.ann1.Glyma.10G002700.2,glyma.Wm82.gnm4.ann1.Glyma.02G002500.3,Glyma.10G242800,Glyma.20G151400,Glyma.10G002700,Glyma.02G002500
Legume.fam3.02504,glyma.Wm82.gnm4.ann1.Glyma.07G186700.1,glyma.Wm82.gnm4.ann1.Glyma.08G062500.1,glyma.Wm82.gnm4.ann1.Glyma.13G251100.1,glyma.Wm82.gnm4.ann1.Glyma.15G063200.1,Glyma.07G186700,Glyma.08G062500,Glyma.13G251100,Glyma.15G063200
Legume.fam3.02507,glyma.Wm82.gnm4.ann1.Glyma.08G179900.3,glyma.Wm82.gnm4.ann1.Glyma.15G052500.1,glyma.Wm82.gnm4.ann1.Glyma.08G073900.1,glyma.Wm82.gnm4.ann1.Glyma.05G118800.2,Glyma.08G179900,Glyma.15G052500,Glyma.08G073900,Glyma.05G118800
Legume.fam3.02509,glyma.Wm82.gnm4.ann1.Glyma.01G154700.1,glyma.Wm82.gnm4.ann1.Glyma.11G089700.1,glyma.Wm82.gnm4.ann1.Glyma.16G077100.1,glyma.Wm82.gnm4.ann1.Glyma.16G110400.1,Glyma.01G154700,Glyma.11G089700,Glyma.16G077100,Glyma.16G110400
Legume.fam3.02515,glyma.Wm82.gnm4.ann1.Glyma.17G232200.9,glyma.Wm82.gnm4.ann1.Glyma.14G091300.1,glyma.Wm82.gnm4.ann1.Glyma.06G050200.1,glyma.Wm82.gnm4.ann1.Glyma.04G049700.3,Glyma.17G232200,Glyma.14G091300,Glyma.06G050200,Glyma.04G049700
Legume.fam3.02518,glyma.Wm82.gnm4.ann1.Glyma.01G234300.4,glyma.Wm82.gnm4.ann1.Glyma.11G008600.2,glyma.Wm82.gnm4.ann1.Glyma.11G109800.5,glyma.Wm82.gnm4.ann1.Glyma.12G014900.3,Glyma.01G234300,Glyma.11G008600,Glyma.11G109800,Glyma.12G014900
Legume.fam3.02527,glyma.Wm82.gnm4.ann1.Glyma.07G033800.1,glyma.Wm82.gnm4.ann1.Glyma.08G208300.1,glyma.Wm82.gnm4.ann1.Glyma.13G361700.1,glyma.Wm82.gnm4.ann1.Glyma.15G012100.1,Glyma.07G033800,Glyma.08G208300,Glyma.13G361700,Glyma.15G012100
