Dup,duplication_status
Glyma.10G289200,WGD
Glyma.10G289600,WGD
Glyma.10G289700,WGD
Glyma.10G289900,WGD
Glyma.10G290000,WGD
Glyma.10G290200,WGD
Glyma.10G290300,WGD
Glyma.10G290400,WGD
Glyma.10G290500,WGD
Glyma.10G290600,WGD
Glyma.10G290700,WGD
Glyma.10G290800,WGD
Glyma.10G290900,WGD
Glyma.10G291000,WGD
Glyma.10G291100,WGD
Glyma.10G291200,WGD
Glyma.10G291300,WGD
Glyma.10G291400,WGD
Glyma.10G291500,WGD
Glyma.10G291700,WGD
Glyma.10G291800,WGD
Glyma.10G291900,WGD
Glyma.10G292000,WGD
Glyma.10G292100,WGD
Glyma.10G292200,WGD
Glyma.10G292300,WGD
Glyma.10G292400,WGD
Glyma.10G292551,WGD
Glyma.10G292700,WGD
Glyma.10G292800,WGD
Glyma.10G292900,WGD
Glyma.10G293000,WGD
Glyma.10G293500,WGD
Glyma.10G293600,WGD
Glyma.10G293800,WGD
Glyma.10G293900,WGD
Glyma.10G294000,WGD
Glyma.10G294200,WGD
Glyma.10G294300,WGD
Glyma.10G294400,WGD
Glyma.10G294700,WGD
Glyma.10G294800,WGD
Glyma.10G294900,WGD
Glyma.10G295000,WGD
Glyma.10G295100,WGD
Glyma.10G295300,WGD
Glyma.10G295400,WGD
Glyma.10G295500,WGD
Glyma.10G295600,WGD
Glyma.10G295700,WGD
Glyma.10G295800,WGD
Glyma.10G295900,WGD
Glyma.10G296000,WGD
Glyma.10G296100,WGD
Glyma.10G296200,WGD
Glyma.10G296266,WGD
Glyma.10G296332,WGD
Glyma.10G296500,WGD
Glyma.10G296600,WGD
Glyma.10G296700,WGD
Glyma.10G296900,WGD
Glyma.10G297100,WGD
Glyma.10G297300,WGD
Glyma.10G297400,WGD
Glyma.10G297600,WGD
Glyma.10G297900,WGD
Glyma.10G298000,WGD
Glyma.10G298100,WGD
Glyma.10G298200,WGD
Glyma.10G298400,WGD
Glyma.10G298500,WGD
Glyma.10G298600,WGD
Glyma.10G298700,WGD
Glyma.10G298800,WGD
Glyma.10G298900,WGD
Glyma.11G000200,WGD
Glyma.11G000300,WGD
Glyma.11G000600,WGD
Glyma.11G000700,WGD
Glyma.11G000900,WGD
Glyma.11G001000,WGD
Glyma.11G001300,WGD
Glyma.11G001500,WGD
Glyma.11G001700,WGD
Glyma.11G001800,WGD
Glyma.11G001900,WGD
Glyma.11G002000,WGD
Glyma.11G002100,WGD
Glyma.11G002200,WGD
Glyma.11G002400,WGD
Glyma.11G002500,WGD
Glyma.11G002600,WGD
Glyma.11G002700,WGD
Glyma.11G002800,WGD
Glyma.11G002900,WGD
Glyma.11G003100,WGD
Glyma.11G003200,WGD
Glyma.11G003300,WGD
Glyma.11G003400,WGD
Glyma.11G003800,WGD
Glyma.11G003900,WGD
Glyma.11G004000,WGD
Glyma.11G004100,WGD
Glyma.11G004200,WGD
Glyma.11G004300,WGD
Glyma.11G004500,WGD
Glyma.11G004600,WGD
Glyma.11G004700,WGD
Glyma.11G004800,WGD
Glyma.11G004900,WGD
Glyma.11G005000,WGD
Glyma.11G005100,WGD
Glyma.11G005300,WGD
Glyma.11G005600,WGD
Glyma.11G005700,WGD
Glyma.11G005800,WGD
Glyma.11G006000,WGD
Glyma.11G006100,WGD
Glyma.11G006200,WGD
Glyma.11G006300,WGD
Glyma.11G006400,WGD
Glyma.11G006600,WGD
Glyma.11G006800,WGD
Glyma.11G006900,WGD
Glyma.11G007100,WGD
Glyma.11G007200,WGD
Glyma.11G007300,WGD
Glyma.11G007500,WGD
Glyma.11G007600,WGD
Glyma.11G007800,WGD
Glyma.11G007900,WGD
Glyma.11G008000,WGD
Glyma.11G008200,WGD
Glyma.11G008300,WGD
Glyma.11G008400,WGD
Glyma.11G008500,WGD
Glyma.11G008600,WGD
Glyma.11G008700,WGD
Glyma.11G008800,WGD
Glyma.11G008900,WGD
Glyma.11G009000,WGD
Glyma.11G009100,WGD
Glyma.11G009200,WGD
Glyma.11G009300,WGD
Glyma.11G009400,WGD
Glyma.11G009500,WGD
Glyma.11G009600,WGD
Glyma.11G009700,WGD
Glyma.11G009800,WGD
Glyma.11G010100,WGD
Glyma.11G010400,WGD
Glyma.11G010500,WGD
Glyma.11G010600,WGD
Glyma.11G010800,WGD
Glyma.11G010900,WGD
Glyma.11G011100,WGD
Glyma.11G011200,WGD
Glyma.11G011300,WGD
Glyma.11G011400,WGD
Glyma.11G011500,WGD
Glyma.11G011600,WGD
Glyma.11G011700,WGD
Glyma.11G011800,WGD
Glyma.11G011900,WGD
Glyma.11G012000,WGD
Glyma.11G012100,WGD
Glyma.11G012200,WGD
Glyma.11G012300,WGD
Glyma.11G012400,WGD
Glyma.11G012500,WGD
Glyma.11G012700,WGD
Glyma.11G012800,WGD
Glyma.11G012900,WGD
Glyma.11G013200,WGD
Glyma.11G013300,WGD
Glyma.11G013400,WGD
Glyma.11G013900,WGD
Glyma.11G014000,WGD
Glyma.11G014100,WGD
Glyma.11G014200,WGD
Glyma.11G014300,WGD
Glyma.11G014400,WGD
Glyma.11G014500,WGD
Glyma.11G014600,WGD
Glyma.11G014700,WGD
Glyma.11G014800,WGD
Glyma.11G014900,WGD
Glyma.11G015000,WGD
Glyma.11G015100,WGD
Glyma.11G015200,WGD
Glyma.11G015300,WGD
Glyma.11G015367,WGD
Glyma.11G015433,WGD
Glyma.11G015500,WGD
Glyma.11G015600,WGD
Glyma.11G015651,WGD
Glyma.11G015700,WGD
Glyma.11G015800,WGD
Glyma.11G015900,WGD
Glyma.11G016000,WGD
Glyma.11G016100,WGD
Glyma.11G016200,WGD
Glyma.11G016300,WGD
Glyma.11G016400,WGD
Glyma.11G016600,WGD
Glyma.11G016700,WGD
Glyma.11G017000,WGD
Glyma.11G017100,WGD
Glyma.11G017200,WGD
Glyma.11G017400,WGD
Glyma.11G017500,WGD
Glyma.11G017600,WGD
Glyma.11G017700,WGD
Glyma.11G017800,WGD
Glyma.11G017900,WGD
Glyma.11G018000,WGD
Glyma.11G018100,WGD
Glyma.11G018200,WGD
Glyma.11G018300,WGD
Glyma.11G018400,WGD
Glyma.11G018500,WGD
Glyma.11G018600,WGD
Glyma.11G018700,WGD
Glyma.11G018800,WGD
Glyma.11G018900,WGD
Glyma.11G019000,WGD
Glyma.11G019100,WGD
Glyma.11G019200,WGD
Glyma.11G019400,WGD
Glyma.11G019700,WGD
Glyma.11G019800,WGD
Glyma.11G019900,WGD
Glyma.11G020001,WGD
Glyma.11G020200,WGD
Glyma.11G020300,WGD
Glyma.11G020400,WGD
Glyma.11G020500,WGD
Glyma.11G020700,WGD
Glyma.11G020800,WGD
Glyma.11G020900,WGD
Glyma.11G021000,WGD
Glyma.11G021200,WGD
Glyma.11G021500,WGD
Glyma.11G021600,WGD
Glyma.11G021700,WGD
Glyma.11G021800,WGD
Glyma.11G021900,WGD
Glyma.11G022100,WGD
Glyma.11G022200,WGD
Glyma.11G022300,WGD
Glyma.11G022400,WGD
Glyma.11G022500,WGD
Glyma.11G022600,WGD
Glyma.11G022700,WGD
Glyma.11G022800,WGD
Glyma.11G022900,WGD
Glyma.11G023200,WGD
Glyma.11G023300,WGD
Glyma.11G023400,WGD
Glyma.11G023500,WGD
Glyma.11G023632,WGD
Glyma.11G023700,WGD
Glyma.11G023800,WGD
Glyma.11G023900,WGD
Glyma.11G024000,WGD
Glyma.11G024200,WGD
Glyma.11G024300,WGD
Glyma.11G024400,WGD
Glyma.11G024500,WGD
Glyma.11G024700,WGD
Glyma.11G024900,WGD
Glyma.11G025000,WGD
Glyma.11G025100,WGD
Glyma.11G025200,WGD
Glyma.11G025300,WGD
Glyma.11G025600,WGD
Glyma.11G025700,WGD
Glyma.11G026000,WGD
Glyma.11G026100,WGD
Glyma.11G026200,WGD
Glyma.11G026300,WGD
Glyma.11G026400,WGD
Glyma.11G026500,WGD
Glyma.11G026600,WGD
Glyma.11G026700,WGD
Glyma.11G026800,WGD
Glyma.11G026900,WGD
Glyma.11G027000,WGD
Glyma.11G027100,WGD
Glyma.11G027200,WGD
Glyma.11G027400,WGD
Glyma.11G027500,WGD
Glyma.11G027600,WGD
Glyma.11G027700,WGD
Glyma.11G027800,WGD
Glyma.11G027900,WGD
Glyma.11G028100,WGD
Glyma.11G028200,WGD
Glyma.11G028300,WGD
Glyma.11G028400,WGD
Glyma.11G028500,WGD
Glyma.11G028600,WGD
Glyma.11G028700,WGD
Glyma.11G028800,WGD
Glyma.11G028900,WGD
Glyma.11G029000,WGD
Glyma.11G029100,WGD
Glyma.11G029200,WGD
Glyma.11G029300,WGD
Glyma.11G029400,WGD
Glyma.11G029600,WGD
Glyma.11G029700,WGD
Glyma.11G029800,WGD
Glyma.11G030000,WGD
Glyma.11G030100,WGD
Glyma.11G030200,WGD
Glyma.11G030300,WGD
Glyma.11G030400,WGD
Glyma.11G030500,WGD
Glyma.11G030600,WGD
Glyma.11G030700,WGD
Glyma.11G030800,WGD
Glyma.11G031200,WGD
Glyma.11G031300,WGD
Glyma.11G031400,WGD
Glyma.11G031500,WGD
Glyma.11G031700,WGD
Glyma.11G031800,WGD
Glyma.11G032000,WGD
Glyma.11G032100,WGD
Glyma.11G032200,WGD
Glyma.11G032400,WGD
Glyma.11G032600,WGD
Glyma.11G032700,WGD
Glyma.11G032900,WGD
Glyma.11G033100,WGD
Glyma.11G033200,WGD
Glyma.11G033300,WGD
Glyma.11G033400,WGD
Glyma.11G033500,WGD
Glyma.11G033600,WGD
Glyma.11G033800,WGD
Glyma.11G033900,WGD
Glyma.11G034000,WGD
Glyma.11G034100,WGD
Glyma.11G034200,WGD
Glyma.11G034300,WGD
Glyma.11G034400,WGD
Glyma.11G034500,WGD
Glyma.11G034700,WGD
Glyma.11G034900,WGD
Glyma.11G035100,WGD
Glyma.11G035200,WGD
Glyma.11G035300,WGD
Glyma.11G035800,WGD
Glyma.11G035900,WGD
Glyma.11G035966,WGD
Glyma.11G036100,WGD
Glyma.11G036200,WGD
Glyma.11G036300,WGD
Glyma.11G036400,WGD
Glyma.11G036500,WGD
Glyma.11G036567,WGD
Glyma.11G036800,WGD
Glyma.11G036900,WGD
Glyma.11G037100,WGD
Glyma.11G037300,WGD
Glyma.11G037400,WGD
Glyma.11G037500,WGD
Glyma.11G037600,WGD
Glyma.11G037700,WGD
Glyma.11G037900,WGD
Glyma.11G038000,WGD
Glyma.11G038300,WGD
Glyma.11G038500,WGD
Glyma.11G038600,WGD
Glyma.11G038700,WGD
Glyma.11G038800,WGD
Glyma.11G038900,WGD
Glyma.11G039000,WGD
Glyma.11G039100,WGD
Glyma.11G039200,WGD
Glyma.11G039300,WGD
Glyma.11G039400,WGD
Glyma.11G039700,WGD
Glyma.11G039800,WGD
Glyma.11G039951,WGD
Glyma.11G040000,WGD
Glyma.11G040100,WGD
Glyma.11G040200,WGD
Glyma.11G040400,WGD
Glyma.11G040600,WGD
Glyma.11G040700,WGD
Glyma.11G040800,WGD
Glyma.11G041000,WGD
Glyma.11G041100,WGD
Glyma.11G041200,WGD
Glyma.11G041300,WGD
Glyma.11G041400,WGD
Glyma.11G041600,WGD
Glyma.11G041701,WGD
Glyma.11G041902,WGD
Glyma.11G042000,WGD
Glyma.11G042100,WGD
Glyma.11G042200,WGD
Glyma.11G042300,WGD
Glyma.11G042400,WGD
Glyma.11G042500,WGD
Glyma.11G042600,WGD
Glyma.11G042700,WGD
Glyma.11G042800,WGD
Glyma.11G042900,WGD
Glyma.11G043000,WGD
Glyma.11G043100,WGD
Glyma.11G043200,WGD
Glyma.11G043300,WGD
Glyma.11G043400,WGD
Glyma.11G043500,WGD
Glyma.11G043600,WGD
Glyma.11G043700,WGD
Glyma.11G043800,WGD
Glyma.11G043900,WGD
Glyma.11G044100,WGD
Glyma.11G044200,WGD
Glyma.11G044300,WGD
Glyma.11G044400,WGD
Glyma.11G044500,WGD
Glyma.11G044600,WGD
Glyma.11G044700,WGD
Glyma.11G044800,WGD
Glyma.11G045000,WGD
Glyma.11G045100,WGD
Glyma.11G045200,WGD
Glyma.11G045300,WGD
Glyma.11G045400,WGD
Glyma.11G045600,WGD
Glyma.11G045700,WGD
Glyma.11G045800,WGD
Glyma.11G045900,WGD
Glyma.11G046000,WGD
Glyma.11G046100,WGD
Glyma.11G046200,WGD
Glyma.11G046300,WGD
Glyma.11G046400,WGD
Glyma.11G046500,WGD
Glyma.11G046600,WGD
Glyma.11G046800,WGD
Glyma.11G046900,WGD
Glyma.11G047000,WGD
Glyma.11G047200,WGD
Glyma.11G047300,WGD
Glyma.11G047400,WGD
Glyma.11G047600,WGD
Glyma.11G047700,WGD
Glyma.11G047800,WGD
Glyma.11G047900,WGD
Glyma.11G048000,WGD
Glyma.11G048100,WGD
Glyma.11G048200,WGD
Glyma.11G048300,WGD
Glyma.11G048366,WGD
Glyma.11G048500,WGD
Glyma.11G048600,WGD
Glyma.11G048700,WGD
Glyma.11G048800,WGD
Glyma.11G048900,WGD
Glyma.11G049300,WGD
Glyma.11G049600,WGD
Glyma.11G049700,WGD
Glyma.11G049800,WGD
Glyma.11G049900,WGD
Glyma.11G050000,WGD
Glyma.11G050100,WGD
Glyma.11G050200,WGD
Glyma.11G050300,WGD
Glyma.11G050400,WGD
Glyma.11G050500,WGD
Glyma.11G050600,WGD
Glyma.11G050700,WGD
Glyma.11G050800,WGD
Glyma.11G050900,WGD
Glyma.11G051000,WGD
Glyma.11G051067,WGD
Glyma.11G051200,WGD
Glyma.11G051300,WGD
Glyma.11G051400,WGD
Glyma.11G051500,WGD
Glyma.11G051600,WGD
Glyma.11G051700,WGD
Glyma.11G051800,WGD
Glyma.11G051900,WGD
Glyma.11G052000,WGD
Glyma.11G052100,WGD
Glyma.11G052200,WGD
Glyma.11G052300,WGD
Glyma.11G052500,WGD
Glyma.11G052600,WGD
Glyma.11G052700,WGD
Glyma.11G052900,WGD
Glyma.11G053000,WGD
Glyma.11G053100,WGD
Glyma.11G053200,WGD
Glyma.11G053300,WGD
Glyma.11G053400,WGD
Glyma.11G053500,WGD
Glyma.11G053600,WGD
Glyma.11G053700,WGD
Glyma.11G053800,WGD
Glyma.11G053900,WGD
Glyma.11G054000,WGD
Glyma.11G054100,WGD
Glyma.11G054200,WGD
Glyma.11G054300,WGD
Glyma.11G054500,WGD
Glyma.11G054600,WGD
Glyma.11G054700,WGD
Glyma.11G054800,WGD
Glyma.11G054900,WGD
Glyma.11G055000,WGD
Glyma.11G055100,WGD
Glyma.11G055200,WGD
Glyma.11G055300,WGD
Glyma.11G055400,WGD
Glyma.11G055500,WGD
Glyma.11G055600,WGD
Glyma.11G055700,WGD
Glyma.11G055900,WGD
Glyma.11G056000,WGD
Glyma.11G056100,WGD
Glyma.11G056200,WGD
Glyma.11G056300,WGD
Glyma.11G056400,WGD
Glyma.11G056500,WGD
Glyma.11G056600,WGD
Glyma.11G056700,WGD
Glyma.11G056800,WGD
Glyma.11G057000,WGD
Glyma.11G057100,WGD
Glyma.11G057200,WGD
Glyma.11G057300,WGD
Glyma.11G057400,WGD
Glyma.11G057500,WGD
Glyma.11G057600,WGD
Glyma.11G057700,WGD
Glyma.11G057800,WGD
Glyma.11G057900,WGD
Glyma.11G058000,WGD
Glyma.11G058100,WGD
Glyma.11G058200,WGD
Glyma.11G058300,WGD
Glyma.11G058400,WGD
Glyma.11G058500,WGD
Glyma.11G058600,WGD
Glyma.11G058700,WGD
Glyma.11G058800,WGD
Glyma.11G058900,WGD
Glyma.11G059100,WGD
Glyma.11G059200,WGD
Glyma.11G059300,WGD
Glyma.11G059500,WGD
Glyma.11G059551,WGD
Glyma.11G059600,WGD
Glyma.11G059700,WGD
Glyma.11G059800,WGD
Glyma.11G059900,WGD
Glyma.11G059950,WGD
Glyma.11G060300,WGD
Glyma.11G060400,WGD
Glyma.11G060500,WGD
Glyma.11G060600,WGD
Glyma.11G060700,WGD
Glyma.11G060800,WGD
Glyma.11G060900,WGD
Glyma.11G061000,WGD
Glyma.11G061100,WGD
Glyma.11G061200,WGD
Glyma.11G061300,WGD
Glyma.11G061400,WGD
Glyma.11G061600,WGD
Glyma.11G061800,WGD
Glyma.11G061900,WGD
Glyma.11G062000,WGD
Glyma.11G062100,WGD
Glyma.11G062200,WGD
Glyma.11G062300,WGD
Glyma.11G062400,WGD
Glyma.11G062700,WGD
Glyma.11G062900,WGD
Glyma.11G063000,WGD
Glyma.11G063100,WGD
Glyma.11G063200,WGD
Glyma.11G063300,WGD
Glyma.11G063400,WGD
Glyma.11G063500,WGD
Glyma.11G063600,WGD
Glyma.11G063700,WGD
Glyma.11G063800,WGD
Glyma.11G063900,WGD
Glyma.11G064000,WGD
Glyma.11G064100,WGD
Glyma.11G064300,WGD
Glyma.11G064400,WGD
Glyma.11G064500,WGD
Glyma.11G064700,WGD
Glyma.11G064800,WGD
Glyma.11G065000,WGD
Glyma.11G065100,WGD
Glyma.11G065200,WGD
Glyma.11G065700,WGD
Glyma.11G065900,WGD
Glyma.11G066000,WGD
Glyma.11G066500,WGD
Glyma.11G066600,WGD
Glyma.11G066700,WGD
Glyma.11G066800,WGD
Glyma.11G066900,WGD
Glyma.11G067200,WGD
Glyma.11G067300,WGD
Glyma.11G067400,WGD
Glyma.11G067500,WGD
Glyma.11G067600,WGD
Glyma.11G067700,WGD
Glyma.11G067800,WGD
Glyma.11G067900,WGD
Glyma.11G068100,WGD
Glyma.11G068200,WGD
Glyma.11G068300,WGD
Glyma.11G068600,WGD
Glyma.11G068700,WGD
Glyma.11G068800,WGD
Glyma.11G068900,WGD
Glyma.11G069000,WGD
Glyma.11G069100,WGD
Glyma.11G069300,WGD
Glyma.11G069400,WGD
Glyma.11G069500,WGD
Glyma.11G069800,WGD
Glyma.11G069901,WGD
Glyma.11G070000,WGD
Glyma.11G070100,WGD
Glyma.11G070200,WGD
Glyma.11G070500,WGD
Glyma.11G070700,WGD
Glyma.11G070800,WGD
Glyma.11G070900,WGD
Glyma.11G071000,WGD
Glyma.11G071100,WGD
Glyma.11G071150,WGD
Glyma.11G071300,WGD
Glyma.11G071400,WGD
Glyma.11G071600,WGD
Glyma.11G071700,WGD
Glyma.11G071900,WGD
Glyma.11G072000,WGD
Glyma.11G072100,WGD
Glyma.11G072200,WGD
Glyma.11G072300,WGD
Glyma.11G072500,WGD
Glyma.11G072700,WGD
Glyma.11G072800,WGD
Glyma.11G072900,WGD
Glyma.11G073000,WGD
Glyma.11G073100,WGD
Glyma.11G073200,WGD
Glyma.11G073300,WGD
Glyma.11G073400,WGD
Glyma.11G073700,WGD
Glyma.11G073800,WGD
Glyma.11G074100,WGD
Glyma.11G074300,WGD
Glyma.11G074400,WGD
Glyma.11G074600,WGD
Glyma.11G074800,WGD
Glyma.11G074900,WGD
Glyma.11G075000,WGD
Glyma.11G075100,WGD
Glyma.11G075200,WGD
Glyma.11G075300,WGD
Glyma.11G075400,WGD
Glyma.11G075600,WGD
Glyma.11G075700,WGD
Glyma.11G075800,WGD
Glyma.11G076000,WGD
Glyma.11G076100,WGD
Glyma.11G076200,WGD
Glyma.11G076300,WGD
Glyma.11G076500,WGD
Glyma.11G076600,WGD
Glyma.11G076700,WGD
Glyma.11G076800,WGD
Glyma.11G077000,WGD
Glyma.11G077200,WGD
Glyma.11G077300,WGD
Glyma.11G077400,WGD
Glyma.11G077500,WGD
Glyma.11G077600,WGD
Glyma.11G077700,WGD
Glyma.11G077800,WGD
Glyma.11G077900,WGD
Glyma.11G078000,WGD
Glyma.11G078100,WGD
Glyma.11G078200,WGD
Glyma.11G078300,WGD
Glyma.11G078400,WGD
Glyma.11G078500,WGD
Glyma.11G078600,WGD
Glyma.11G078700,WGD
Glyma.11G079100,WGD
Glyma.11G079200,WGD
Glyma.11G079400,WGD
Glyma.11G079500,WGD
Glyma.11G079600,WGD
Glyma.11G079701,WGD
Glyma.11G079800,WGD
Glyma.11G079900,WGD
Glyma.11G080000,WGD
Glyma.11G080100,WGD
Glyma.11G080201,WGD
Glyma.11G080300,WGD
Glyma.11G080400,WGD
Glyma.11G080500,WGD
Glyma.11G080600,WGD
Glyma.11G080700,WGD
Glyma.11G080800,WGD
Glyma.11G081000,WGD
Glyma.11G081200,WGD
Glyma.11G081300,WGD
Glyma.11G081500,WGD
Glyma.11G081800,WGD
Glyma.11G081900,WGD
Glyma.11G082000,WGD
Glyma.11G082200,WGD
Glyma.11G082300,WGD
Glyma.11G082400,WGD
Glyma.11G082500,WGD
Glyma.11G082700,WGD
Glyma.11G082900,WGD
Glyma.11G083000,WGD
Glyma.11G083100,WGD
Glyma.11G083300,WGD
Glyma.11G083600,WGD
Glyma.11G083800,WGD
Glyma.11G084000,WGD
Glyma.11G084100,WGD
Glyma.11G084200,WGD
Glyma.11G084400,WGD
Glyma.11G084500,WGD
Glyma.11G084602,WGD
Glyma.11G084700,WGD
Glyma.11G084800,WGD
Glyma.11G085100,WGD
Glyma.11G085200,WGD
Glyma.11G085300,WGD
Glyma.11G085400,WGD
Glyma.11G085500,WGD
Glyma.11G085600,WGD
Glyma.11G085700,WGD
Glyma.11G085750,WGD
Glyma.11G085800,WGD
Glyma.11G085900,WGD
Glyma.11G086000,WGD
Glyma.11G086100,WGD
Glyma.11G086300,WGD
Glyma.11G086400,WGD
Glyma.11G086500,WGD
Glyma.11G086900,WGD
Glyma.11G087000,WGD
Glyma.11G087100,WGD
Glyma.11G087200,WGD
Glyma.11G087300,WGD
Glyma.11G087400,WGD
Glyma.11G087500,WGD
Glyma.11G087600,WGD
Glyma.11G087700,WGD
Glyma.11G087800,WGD
Glyma.11G087900,WGD
Glyma.11G088000,WGD
Glyma.11G088200,WGD
Glyma.11G088300,WGD
Glyma.11G088400,WGD
Glyma.11G088600,WGD
Glyma.11G088800,WGD
Glyma.11G088900,WGD
Glyma.11G089000,WGD
Glyma.11G089100,WGD
Glyma.11G089300,WGD
Glyma.11G089400,WGD
Glyma.11G089500,WGD
Glyma.11G089700,WGD
Glyma.11G089800,WGD
Glyma.11G090100,WGD
Glyma.11G090200,WGD
Glyma.11G090300,WGD
Glyma.11G090400,WGD
Glyma.11G090700,WGD
Glyma.11G090800,WGD
Glyma.11G090950,WGD
Glyma.11G091000,WGD
Glyma.11G091600,WGD
Glyma.11G091700,WGD
Glyma.11G091800,WGD
Glyma.11G091900,WGD
Glyma.11G092000,WGD
Glyma.11G092100,WGD
Glyma.11G092200,WGD
Glyma.11G092300,WGD
Glyma.11G092400,WGD
Glyma.11G092500,WGD
Glyma.11G092600,WGD
Glyma.11G092700,WGD
Glyma.11G092900,WGD
Glyma.11G093000,WGD
Glyma.11G093200,WGD
Glyma.11G093300,WGD
Glyma.11G093500,WGD
Glyma.11G093600,WGD
Glyma.11G093700,WGD
Glyma.11G093800,WGD
Glyma.11G094000,WGD
Glyma.11G094200,WGD
Glyma.11G094300,WGD
Glyma.11G094400,WGD
Glyma.11G094500,WGD
Glyma.11G094600,WGD
Glyma.11G094700,WGD
Glyma.11G094800,WGD
Glyma.11G095000,WGD
Glyma.11G095300,WGD
Glyma.11G095400,WGD
Glyma.11G095501,WGD
Glyma.11G095600,WGD
Glyma.11G095700,WGD
Glyma.11G095800,WGD
Glyma.11G095900,WGD
Glyma.11G096000,WGD
Glyma.11G096100,WGD
Glyma.11G096200,WGD
Glyma.11G096300,WGD
Glyma.11G096400,WGD
Glyma.11G096500,WGD
Glyma.11G096600,WGD
Glyma.11G096700,WGD
Glyma.11G096800,WGD
Glyma.11G096900,WGD
Glyma.11G097000,WGD
Glyma.11G097100,WGD
Glyma.11G097300,WGD
Glyma.11G097400,WGD
Glyma.11G097500,WGD
Glyma.11G097800,WGD
Glyma.11G097900,WGD
Glyma.11G098000,WGD
Glyma.11G098051,WGD
Glyma.11G098100,WGD
Glyma.11G098300,WGD
Glyma.11G098551,WGD
Glyma.11G098700,WGD
Glyma.11G098800,WGD
Glyma.11G099100,WGD
Glyma.11G099300,WGD
Glyma.11G099500,WGD
Glyma.11G099600,WGD
Glyma.11G099800,WGD
Glyma.11G099900,WGD
Glyma.11G100100,WGD
Glyma.11G100200,WGD
Glyma.11G100300,WGD
Glyma.11G100400,WGD
Glyma.11G100600,WGD
Glyma.11G100700,WGD
Glyma.11G100800,WGD
Glyma.11G101300,WGD
Glyma.11G101400,WGD
Glyma.11G101500,WGD
Glyma.11G101600,WGD
Glyma.11G101700,WGD
Glyma.11G101900,WGD
Glyma.11G102000,WGD
Glyma.11G102100,WGD
Glyma.11G102800,WGD
Glyma.11G102900,WGD
Glyma.11G103300,WGD
Glyma.11G103500,WGD
Glyma.11G103600,WGD
Glyma.11G103700,WGD
Glyma.11G103800,WGD
Glyma.11G103900,WGD
Glyma.11G104000,WGD
Glyma.11G104100,WGD
Glyma.11G104200,WGD
Glyma.11G104300,WGD
Glyma.11G104500,WGD
Glyma.11G104700,WGD
Glyma.11G104800,WGD
Glyma.11G104900,WGD
Glyma.11G105000,WGD
Glyma.11G105300,WGD
Glyma.11G105400,WGD
Glyma.11G105500,WGD
Glyma.11G105600,WGD
Glyma.11G105700,WGD
Glyma.11G105800,WGD
Glyma.11G105900,WGD
Glyma.11G106000,WGD
Glyma.11G106100,WGD
Glyma.11G106200,WGD
Glyma.11G106300,WGD
Glyma.11G106400,WGD
Glyma.11G106500,WGD
Glyma.11G106600,WGD
Glyma.11G106800,WGD
Glyma.11G106900,WGD
Glyma.11G107000,WGD
Glyma.11G107100,WGD
Glyma.11G107200,WGD
Glyma.11G107300,WGD
Glyma.11G107500,WGD
Glyma.11G107600,WGD
Glyma.11G107700,WGD
Glyma.11G107800,WGD
Glyma.11G107900,WGD
Glyma.11G108000,WGD
Glyma.11G108100,WGD
Glyma.11G108102,WGD
Glyma.11G108400,WGD
Glyma.11G108500,WGD
Glyma.11G108800,WGD
Glyma.11G108900,WGD
Glyma.11G109000,WGD
Glyma.11G109100,WGD
Glyma.11G109300,WGD
Glyma.11G109400,WGD
Glyma.11G109600,WGD
Glyma.11G109700,WGD
Glyma.11G109800,WGD
Glyma.11G109900,WGD
Glyma.11G110100,WGD
Glyma.11G110300,WGD
Glyma.11G110500,WGD
Glyma.11G110700,WGD
Glyma.11G110800,WGD
Glyma.11G110900,WGD
Glyma.11G111000,WGD
Glyma.11G111100,WGD
Glyma.11G111200,WGD
Glyma.11G111300,WGD
Glyma.11G111500,WGD
Glyma.11G111700,WGD
Glyma.11G111800,WGD
Glyma.11G111900,WGD
Glyma.11G112000,WGD
Glyma.11G112100,WGD
Glyma.11G112500,WGD
Glyma.11G112600,WGD
Glyma.11G112700,WGD
Glyma.11G112800,WGD
Glyma.11G112900,WGD
Glyma.11G113000,WGD
Glyma.11G113100,WGD
Glyma.11G113200,WGD
Glyma.11G113300,WGD
Glyma.11G113400,WGD
Glyma.11G113500,WGD
Glyma.11G113600,WGD
Glyma.11G113700,WGD
Glyma.11G113800,WGD
Glyma.11G113901,WGD
Glyma.11G114100,WGD
Glyma.11G114300,WGD
Glyma.11G114400,WGD
Glyma.11G114500,WGD
Glyma.11G114600,WGD
Glyma.11G114800,WGD
Glyma.11G114900,WGD
Glyma.11G115000,WGD
Glyma.11G115100,WGD
Glyma.11G115200,WGD
Glyma.11G115300,WGD
Glyma.11G115400,WGD
Glyma.11G115500,WGD
Glyma.11G115600,WGD
Glyma.11G116000,WGD
Glyma.11G116200,WGD
Glyma.11G116400,WGD
Glyma.11G116600,WGD
Glyma.11G116700,WGD
Glyma.11G116800,WGD
Glyma.11G116900,WGD
Glyma.11G117100,WGD
Glyma.11G117200,WGD
Glyma.11G117700,WGD
Glyma.11G117800,WGD
Glyma.11G117900,WGD
Glyma.11G118000,WGD
Glyma.11G118100,WGD
Glyma.11G118200,WGD
Glyma.11G118300,WGD
Glyma.11G118500,WGD
Glyma.11G118600,WGD
